,z,y,x,intensity,volume
572,   6.4,45.468,  21.6,24106,0.0157464
573,6.43333,46.413,56.187,53830,0.0314928
574,6.43333,46.845, 19.17,50481,0.0314928
575,  6.44,47.2068,49.9608,44407,0.026244
576,   6.4,48.357,33.777,34758,0.0209952
577,   6.4,48.519,32.805,32225,0.0209952
578,  6.44,49.1832,51.7428,45467,0.026244
579,   6.4,49.815,39.285,36219,0.0209952
580,   6.4,51.273,55.323,31753,0.0209952
581,6.46667,57.267,50.112,49056,0.0314928
582,  6.48,57.9636,56.1492,39915,0.026244
583,  6.56,57.8988,61.4628,37789,0.026244
584,   6.5,59.211,61.965,72275,0.0419904
585,6.48571,59.3846,54.0386,58090,0.0367416
586,  6.45,64.1925,76.383,33928,0.0209952
587,6.48571,64.7306,75.7234,58933,0.0367416
588,   6.4,66.501,69.741,35975,0.0209952
589,   6.4,66.825,70.227,37326,0.0209952
590,6.46667,67.014,67.959,48367,0.0314928
591,   6.4,68.256,72.036,27284,0.0157464
592,   6.6,30.942,17.901,49460,0.0314928
593,   6.6,32.643, 1.539,34335,0.0209952
594,  6.64,33.6312,7.0632,44555,0.026244
595,   6.6,34.263,27.945,38888,0.0209952
596,   6.6, 34.83, 9.639,16122,0.0104976
597,6.66667,35.262,11.421,52823,0.0314928
598,   6.6,35.478,16.362,8465,0.0052488
599,   6.6,36.342,29.862,26220,0.0157464
600,   6.6,38.475, 8.667,32100,0.0209952
601,   6.6,39.123,28.998,15486,0.0104976
602,  6.65,39.9735,37.8675,35478,0.0209952
603,   6.6,40.257,24.057,33528,0.0209952
604,   6.6,43.821,25.839,35585,0.0209952
605,   6.6,44.7444,34.4088,43057,0.026244
606,   6.6,46.2348,48.2436,45320,0.026244
607,   6.6,46.737,57.186,16586,0.0104976
608,   6.6,47.871,57.915,35373,0.0209952
609,  6.64,50.6088,49.4748,48180,0.026244
610,   6.6,60.183,69.255,36349,0.0209952
611,   6.6,65.529,71.847,33185,0.0209952
612,   6.6,67.716,72.576,8625,0.0052488
613,   6.6,73.305,79.542,16757,0.0104976
614,   6.8,34.749, 8.019,32917,0.0209952
615,   6.8,36.0612,12.4416,44143,0.026244
616,   6.8,36.504,17.712,24614,0.0157464
617,   6.8,37.017,20.331,36662,0.0209952
618,   6.8,39.798,21.114,24864,0.0157464
619,6.85714,40.3843,27.9334,59535,0.0367416
620,   6.8,41.526, 5.616,26665,0.0157464
621,   6.8,42.849,25.353,41872,0.0209952
622,   6.8,  43.2, 48.33,24472,0.0157464
623,   6.9,44.469,45.117,67178,0.0419904
624,   6.8,44.793,35.721,33417,0.0209952
625,   6.8,44.874,36.693,57156,0.0314928
626,   6.8,46.575,24.543,35808,0.0209952
627,   6.8,46.575,37.503,33567,0.0209952
628,   6.8,47.385,36.531,32946,0.0209952
629,   6.8,47.466,29.646,7504,0.0052488
630,  6.84,49.1832,41.3748,50926,0.026244
631,   6.8,51.435,58.077,36003,0.0209952
632,   6.8,51.597,52.407,34254,0.0209952
633,   6.8,52.407,47.223,31129,0.0209952
634,   6.8,53.379,55.971,34848,0.0209952
635,   6.8,53.298,65.205,16367,0.0104976
636,   6.8,53.703,43.335,36927,0.0209952
637,6.93333, 54.27, 46.44,23024,0.0157464
638,   6.8,55.242,67.3515,31483,0.0209952
639,  6.95,55.4445,60.9525,35057,0.0209952
640,   6.8,56.9268,65.1564,42699,0.026244
641,   6.8,57.429,72.009,31117,0.0209952
642,   6.8,63.747,65.043,36707,0.0209952
643,   6.9,64.071,79.137,63604,0.0419904
644,   6.8,66.9384,72.9972,46341,0.026244
645,   6.8,67.797,77.841,31383,0.0209952
646,     7,34.587,27.459,36381,0.0209952
647,7.11429,35.5706,0.902571,56484,0.0367416
648,     7,35.559,32.967,30846,0.0209952
649,     7,35.883, 3.969,39627,0.0209952
650,     7,37.503,17.253,36718,0.0209952
651,     7,37.827,11.421,35141,0.0209952
652,     7,37.827,12.555,31366,0.0209952
653,     7,38.8152,16.3944,41840,0.026244
654,     7,38.961,35.397,36060,0.0209952
655,     7,40.257, 8.667,36973,0.0209952
656,  7.15,41.7555,42.8085,32633,0.0209952
657,     7,42.363,24.219,34321,0.0209952
658,     7,42.849,33.939,35942,0.0209952
659,   7.1,42.849,41.067,66793,0.0419904
660,     7,43.011, 4.617,36900,0.0209952
661,   7.1,43.173, 8.019,73442,0.0419904
662,     7,44.145, 6.561,35061,0.0209952
663,7.11429,44.2954,42.0274,60499,0.0367416
664,     7,44.469,24.867,38281,0.0209952
665,   7.1,46.089,38.475,71574,0.0419904
666,     7,46.737,32.319,39458,0.0209952
667,   7.1,47.223,43.659,65572,0.0419904
668,7.11429,47.8826,58.2274,66040,0.0367416
669,7.08571,48.0446,46.4014,58398,0.0367416
670,     7,51.111,61.641,37077,0.0209952
671,   7.1,53.055,51.111,65591,0.0419904
672,  7.16,54.4968,58.4172,45414,0.026244
673,     7,55.242,49.005,15435,0.0104976
674,     7,55.4364,62.1108,48870,0.026244
675,7.11429,55.7974,59.5234,55495,0.0367416
676,  7.16,58.2228,57.6072,42224,0.026244
677,     7,59.211,69.093,36106,0.0209952
678,  7.16,62.4348,74.2932,48905,0.026244
679,     7,62.9208,68.0076,47646,0.026244
680,     7,65.5128,78.3756,44441,0.026244
681,     7,66.015,79.137,42028,0.0209952
682,     7,67.311,75.654,15327,0.0104976
683,7.11429,68.6186,79.3106,62160,0.0367416
684,7.13333,70.956,74.628,25940,0.0157464
685,   7.2,30.699,14.337,31517,0.0209952
686,7.31429,30.7106,16.9406,56723,0.0367416
687,   7.2,31.752,17.658,7895,0.0052488
688,7.33333,32.292, 1.539,49632,0.0314928
689,   7.3,32.643,19.845,73965,0.0419904
690,  7.32,32.7888,12.6684,39496,0.026244
691,   7.3,34.911,18.873,69538,0.0419904
692,   7.3,35.559,30.213,72466,0.0419904
693,7.28571,37.1674,33.7654,56447,0.0367416
694,7.33333,37.638, 7.776,26634,0.0157464
695,   7.2,37.746, 36.45,8031,0.0052488
696,   7.3,37.827,38.475,67856,0.0419904
697,   7.2, 38.61, 27.27,25678,0.0157464
698,  7.28,38.6208,40.3056,42567,0.026244
699,   7.3,39.285,26.973,72779,0.0419904
700,   7.2,39.285,29.889,36484,0.0209952
701,   7.2,40.419,34.749,36921,0.0209952
702,7.28571,41.0091,9.28029,56422,0.0367416
703,7.33333,42.525,31.374,51679,0.0314928
704,   7.2,43.821,30.537,29496,0.0209952
705,7.26154,46.8429,42.1075,116918,0.0682344
706,7.26667,49.167,53.514,49710,0.0314928
707,   7.2,50.787,49.977,33792,0.0209952
708,   7.2,51.273,53.622,15432,0.0104976
709,   7.3,52.569,40.419,73398,0.0419904
710,   7.3,52.731,45.279,69197,0.0419904
711,7.28571,52.9046,58.7366,56351,0.0367416
712,   7.2,53.5572,48.4704,44801,0.026244
713,   7.2, 53.73,50.922,24433,0.0157464
714,   7.2,  56.7,71.847,16234,0.0104976
715,   7.3,57.591,67.473,70070,0.0419904
716,  7.25,59.1705,73.7505,31415,0.0209952
717,   7.2,59.373,55.809,37685,0.0209952
718,   7.2,59.616,58.806,8290,0.0052488
719,   7.3,  62.1,62.748,50905,0.0314928
720,   7.3,63.261,78.813,68153,0.0419904
721,   7.3,64.395,65.205,66048,0.0419904
722,   7.2,64.638,66.906,7558,0.0052488
723,   7.3,65.529,71.037,78132,0.0419904
724,   7.2,72.009,75.573,34546,0.0209952
725,7.26667,72.792,75.735,49574,0.0314928
726,   7.2,73.548, 78.57,7631,0.0052488
727,  7.44,30.2292,3.9528,42197,0.026244
728,   7.4,31.752,17.496,8596,0.0052488
729,7.46667,32.886,16.092,23235,0.0157464
730,   7.4,36.126,35.559,52155,0.0314928
731,   7.4,37.7055,  4.86,35803,0.0209952
732,7.46667,38.151,  2.97,53246,0.0314928
733,   7.5, 39.69,29.808,17830,0.0104976
734,   7.4,43.335,12.231,36574,0.0209952
735,7.46667,45.117,24.705,50008,0.0314928
736,   7.4,46.251,43.335,34883,0.0209952
737,7.48571,46.4014,37.0054,61745,0.0367416
738,   7.4,49.572,41.877,17200,0.0104976
739,   7.5,50.301,59.859,70953,0.0419904
740,  7.44,50.8032,34.0848,43125,0.026244
741,   7.5,50.787,37.179,66274,0.0419904
742,   7.4,54.999,64.557,31983,0.0209952
743,   7.4,56.295,48.519,34878,0.0209952
744,   7.4,56.619,49.491,31720,0.0209952
745,   7.5,56.781,70.713,66629,0.0419904
746,   7.5,56.943,54.675,66540,0.0419904
747,7.48571,59.2226,76.0706,63256,0.0367416
748,   7.4,59.697,58.968,15556,0.0104976
749,   7.5,60.669,72.333,78112,0.0419904
750,   7.4,64.233,60.183,40579,0.0209952
751,   7.4,64.719,61.155,41018,0.0209952
752,   7.4,66.3228,63.4716,47024,0.026244
753,  7.44,68.7852,72.8028,45851,0.026244
754,   7.6,28.863, 1.809,52175,0.0314928
755,   7.6,33.777, 9.315,32875,0.0209952
756,   7.6,33.777,15.633,35835,0.0209952
757,   7.6,36.207,15.309,35055,0.0209952
758,   7.6,37.314,22.086,24490,0.0157464
759,   7.6,37.827,37.665,39749,0.0209952
760,   7.6,39.3984,32.7888,45835,0.026244
761,   7.6,39.852, 6.237,17301,0.0104976
762,   7.6,40.905,25.677,37756,0.0209952
763,   7.6,41.229, 8.019,35804,0.0209952
764,   7.6,43.497, 6.237,34273,0.0209952
765,   7.6, 43.47,28.728,23864,0.0157464
766,   7.6,44.145,32.805,37887,0.0209952
767,   7.6,44.4204,19.5372,41344,0.026244
768,  7.65,46.656,47.061,67717,0.0419904
769,   7.6,48.681,41.391,35102,0.0209952
770,   7.6,49.0212,46.6236,42692,0.026244
771,   7.6,49.6044,59.8752,47125,0.026244
772,7.66667,50.058, 33.75,24869,0.0157464
773,   7.6,50.301,49.005,40934,0.0209952
774,   7.6,50.9004,58.3848,40854,0.026244
775,   7.6,52.245,43.983,31975,0.0209952
776,   7.6,54.216,52.542,23724,0.0157464
777,7.71429,56.1214,66.8366,59736,0.0367416
778,  7.75,56.4165,51.3945,33305,0.0209952
779,  7.76,57.7368,60.3612,48570,0.026244
780,   7.6,57.9312,58.6116,48241,0.026244
781,   7.6,57.915,72.333,41464,0.0209952
782,   7.6,58.563,72.819,36067,0.0209952
783,   7.6,59.049,70.713,34675,0.0209952
784,7.66667,60.318,67.311,54935,0.0314928
785,  7.76,64.5408,66.0312,46289,0.026244
786,   7.6,70.578,75.222,25840,0.0157464
787,   7.8,33.102, 10.26,22451,0.0157464
788,   7.8,33.777,14.661,36019,0.0209952
789,   7.8,36.0288,4.8924,42545,0.026244
790,   7.8,36.531,18.873,34509,0.0209952
791,   7.8,36.936,27.864,8132,0.0052488
792,   7.8,37.179,28.755,38574,0.0209952
793,  7.95,37.6245,40.6215,31145,0.0209952
794,   7.8,39.447,   8.1,50247,0.0314928
795,   7.8,41.1804,41.3748,46450,0.026244
796,   7.8,41.229,35.397,37261,0.0209952
797,   7.8,41.391, 5.751,38535,0.0209952
798,7.93333,42.039, 6.102,54767,0.0314928
799,   7.8,43.335,21.303,31182,0.0209952
800,   7.8,43.335,42.687,34958,0.0209952
801,   7.8,44.874,32.562,8926,0.0052488
802,   7.8,46.737,25.839,39216,0.0209952
803,   7.8,47.385,25.191,35952,0.0209952
804,   7.8,49.329,31.023,33828,0.0209952
805,7.93333,49.194,60.588,24062,0.0157464
806,   7.8, 49.41,57.996,7857,0.0052488
807,   7.8,49.653,55.404,16589,0.0104976
808,   7.8,51.921,42.363,36545,0.0209952
809,7.88571,52.3954,54.1774,58000,0.0367416
810,   7.9,52.407,57.591,64536,0.0419904
811,   7.9,52.407,62.289,63941,0.0419904
812,   7.9,52.569,49.653,64776,0.0419904
813,   7.8,54.675,62.775,38309,0.0209952
814,   7.8,58.266,63.072,25153,0.0157464
815,   7.8,59.049,69.741,30463,0.0209952
816,  7.96,60.6528,75.1032,41394,0.026244
817,   7.8,61.479,66.015,36410,0.0209952
818,   7.8,61.965,66.987,40044,0.0209952
819,7.91429,63.2494,73.8026,56712,0.0367416
820,7.91429,65.5174,65.5406,58638,0.0367416
821,   7.8,65.448,68.526,8322,0.0052488
822,   7.8,65.8125,72.576,32725,0.0209952
823,   7.9,71.847,77.841,65269,0.0419904
824,     8,30.213,13.365,31202,0.0209952
825,  8.04,35.4132,31.6548,40048,0.026244
826,  8.04,36.5148,16.4268,44477,0.026244
827,  8.16,37.1628,16.7832,43034,0.026244
828,     8,38.961,39.447,31701,0.0209952
829,8.11429,40.2454,19.9954,58496,0.0367416
830,   8.1,40.257,36.369,71938,0.0419904
831,     8,40.419,13.527,33198,0.0209952
832,     8,40.419,29.565,36773,0.0209952
833,     8, 41.31,34.992,8905,0.0052488
834,     8,42.0795,8.28225,68513,0.0419904
835,  8.04,45.5868,33.3072,38883,0.026244
836,8.06667,46.413,56.916,47920,0.0314928
837,8.11429,46.7254,34.4366,62587,0.0367416
838,   8.1,47.061,42.363,72484,0.0419904
839,8.13333,48.195,49.356,49265,0.0314928
840,     8,51.111,61.479,36004,0.0209952
841,   8.1,54.027,59.049,72510,0.0419904
842,     8,54.027,60.993,32500,0.0209952
843,8.06667,55.647,51.948,54530,0.0314928
844,  8.08,56.4732,60.1344,42909,0.026244
845,8.13333,56.457, 61.02,52330,0.0314928
846,     8,56.781,73.791,37037,0.0209952
847,   8.1,57.753,52.407,68053,0.0419904
848,     8,65.556,68.634,24872,0.0157464
849,   8.1,67.311,79.137,65822,0.0419904
850,     8,67.959,67.797,36517,0.0209952
851,     8, 71.82,73.764,23708,0.0157464
852,8.06667,71.766,75.114,22848,0.0157464
853,   8.2,31.104,16.524,7408,0.0052488
854,8.28571,35.0846,30.6874,59901,0.0367416
855,   8.2,35.883,11.259,30732,0.0209952
856,8.33333,36.693,  4.32,47722,0.0314928
857,8.28571,37.3294,22.9114,58690,0.0367416
858,   8.3,37.476,32.994,52183,0.0314928
859,8.26667,37.584,36.342,50810,0.0314928
860,   8.3,37.827,26.325,68788,0.0419904
861,   8.2,37.827,27.216,16022,0.0104976
862,   8.2,39.204,12.717,16247,0.0104976
863,  8.25,39.2445,25.7985,33337,0.0209952
864,   8.2,40.662,32.319,15953,0.0104976
865,8.26667,42.012,18.873,51159,0.0314928
866,   8.2,42.066,28.944,24450,0.0157464
867,  8.24,42.0552,34.7328,47528,0.026244
868,8.26667,42.687,17.226,51437,0.0314928
869,   8.2,44.307,46.899,35304,0.0209952
870,8.28571,44.7814,25.0174,59727,0.0367416
871,  8.36,48.5028,56.9592,40376,0.026244
872,8.31429,49.1554,58.5746,58717,0.0367416
873,8.28571,49.3174,48.3454,63211,0.0367416
874,   8.2,50.463,36.693,35001,0.0209952
875,8.28571,50.7986,44.6426,65133,0.0367416
876,   8.2,52.245,40.095,35040,0.0209952
877,  8.24,52.7472,42.7032,40200,0.026244
878,8.28571,53.0666,41.8886,56244,0.0367416
879,   8.2,53.055,56.295,36967,0.0209952
880,   8.2,53.217,40.986,14781,0.0104976
881,   8.3,53.541,47.223,68688,0.0419904
882,   8.2,54.189,64.719,32810,0.0209952
883,  8.35,54.3105,43.2945,32396,0.0209952
884,  8.25,54.675,59.5755,32782,0.0209952
885,8.28571,55.6354,61.3054,60098,0.0367416
886,   8.2,55.809,44.631,34030,0.0209952
887,8.26667,56.808,50.139,53662,0.0314928
888,   8.2,56.943,69.741,33658,0.0209952
889,   8.2,57.429,50.868,19512,0.0104976
890,   8.2,58.8384,61.0092,41767,0.026244
891,  8.28,58.8384,62.4672,41109,0.026244
892,  8.24,61.1712,54.8208,48111,0.026244
893,   8.2,61.722,71.037,15071,0.0104976
894,8.28571,62.1386,78.8014,62946,0.0367416
895,   8.3,62.748,62.316,52033,0.0314928
896,8.26667,63.234,59.859,50385,0.0314928
897,8.26667,64.071,73.764,54228,0.0314928
898,   8.3,64.692,68.634,48140,0.0314928
899,   8.2,65.8368,75.0384,44890,0.026244
900,8.26667,66.042,66.825,51766,0.0314928
901,   8.3,67.2705,71.9685,29632,0.0209952
902,   8.2,69.255,73.791,34456,0.0209952
903,   8.3,72.819,75.573,72168,0.0419904
904,   8.4,65.124,66.744,8082,0.0052488
905,   8.4,66.906,75.978,8787,0.0052488
906,   8.7,32.319,14.661,66034,0.0419904
907,   8.6,33.777,16.119,32852,0.0209952
908,  8.64,36.3852,18.6948,45107,0.026244
909,   8.6,39.771,13.203,36181,0.0209952
910,  8.76,39.7548,25.0452,49577,0.026244
911,   8.6,40.419,11.421,35922,0.0209952
912,   8.6,43.497,39.123,35517,0.0209952
913,   8.6,43.659, 7.209,37116,0.0209952
914,   8.6,47.061,48.357,33065,0.0209952
915,   8.7, 47.52,24.516,50680,0.0314928
916,  8.76,47.5308,28.9008,46297,0.026244
917,8.73333, 48.33,55.647,48999,0.0314928
918,8.71429,50.9374,46.0774,56907,0.0367416
919,   8.6,51.111,65.043,36625,0.0209952
920,   8.6,51.597,61.965,43119,0.0209952
921,8.71429,53.6914,52.4186,62372,0.0367416
922,   8.6,56.133,72.009,36259,0.0209952
923,   8.6,56.457,46.089,37289,0.0209952
924,   8.6,57.105,51.273,43901,0.0209952
925,   8.6, 58.32,72.819,16412,0.0104976
926,  8.64,59.0652,75.0708,38537,0.026244
927,   8.6,59.535,56.619,34704,0.0209952
928,   8.6,61.317, 67.23,15809,0.0104976
929,   8.6,62.613,57.105,37233,0.0209952
930,   8.6,62.613,67.311,36980,0.0209952
931,   8.6,65.529,63.423,34661,0.0209952
932,   8.8,32.562, 7.452,8029,0.0052488
933,   8.8,32.724, 7.614,7976,0.0052488
934,   8.9,32.805,21.303,67903,0.0419904
935,  8.92,33.1452,3.9852,39184,0.026244
936,   8.8,33.102, 4.806,28066,0.0157464
937,   8.8,35.073,23.571,33721,0.0209952
938,   8.8,35.883,28.917,31166,0.0209952
939,8.86667,36.504,33.939,47839,0.0314928
940,   8.9,38.475, 3.483,71328,0.0419904
941,   8.8,38.475,14.337,33594,0.0209952
942,   8.9,38.961,37.017,72651,0.0419904
943,  8.84,39.1392,3.9528,40889,0.026244
944,   8.9,39.285,33.291,71217,0.0419904
945,   8.8,39.447, 7.533,34713,0.0209952
946,8.93333,39.933, 29.43,50061,0.0314928
947,   8.8,40.338,15.552,8385,0.0052488
948,   8.8,40.662,38.313,16580,0.0104976
949,8.93333, 41.85,21.303,49128,0.0314928
950,   8.8,41.877,50.139,31503,0.0209952
951,   8.9,42.201,30.294,30942,0.0209952
952,   8.8,42.282,16.119,16414,0.0104976
953,8.88571,42.3746,41.0554,57766,0.0367416
954,8.85714,42.5597,48.8777,57366,0.0367416
955,  8.84,43.1892,44.6472,44141,0.026244
956,   8.9,43.416,32.562,16198,0.0104976
957,   8.9,43.983,27.297,67069,0.0419904
958,  8.92,45.4896,42.6708,40241,0.026244
959,   8.9,46.089,19.197,67957,0.0419904
960,   8.9,46.251,27.297,78154,0.0419904
961,   8.8, 47.79,36.207,15596,0.0104976
962,   8.9,48.843,40.743,71729,0.0419904
963,8.93333,50.274,37.989,50475,0.0314928
964,8.86667,51.273,40.392,51758,0.0314928
965,   8.9,51.597,57.429,67668,0.0419904
966,8.93333, 51.57,66.258,23890,0.0157464
967,  8.84,51.9372,49.3128,42463,0.026244
968,   8.8,52.569,46.332,16083,0.0104976
969,   8.8,53.865,49.815,33651,0.0209952
970,8.91429,54.1774,53.3906,59190,0.0367416
971,8.93333,56.268,70.065,49831,0.0314928
972,8.93333,56.781,48.357,47856,0.0314928
973,8.91429,57.7646,48.6926,58467,0.0367416
974,8.93333,58.239,66.528,53355,0.0314928
975,   8.9,58.725,51.435,68705,0.0419904
976,   8.9,59.373,73.305,70145,0.0419904
977,   8.9,59.859,70.065,67931,0.0419904
978,   8.9,60.426,73.386,32302,0.0209952
979,  8.96,62.7588,65.8692,41570,0.026244
980,   8.8,64.719,74.115,34239,0.0209952
981,8.88571,65.0546,62.2774,59741,0.0367416
982,   8.8,66.501,75.573,32290,0.0209952
983,8.93333,74.601,78.516,54013,0.0314928
984,   8.8,75.114,  78.3,26599,0.0157464
985,  9.16,30.5208,3.0132,42407,0.026244
986,     9, 32.94,11.772,22945,0.0157464
987,     9,33.129, 5.103,37235,0.0209952
988,  9.08,33.7284,23.7492,41907,0.026244
989,     9,36.855,17.253,30775,0.0209952
990,9.03333,40.041,38.475,52455,0.0314928
991,     9,40.905,35.235,34133,0.0209952
992,     9,40.824,38.232,8104,0.0052488
993,9.06667,41.742,17.253,50801,0.0314928
994,9.08571,42.2126,14.6494,56799,0.0367416
995,9.08889,42.948,28.584,77896,0.0472392
996,  9.04,43.8372,18.0468,39371,0.026244
997,9.08571,44.8046,48.6694,62354,0.0367416
998,9.08571,46.4246,58.4126,63048,0.0367416
999,9.11429,46.8874,43.1614,56018,0.0367416
1000,     9,49.1184,61.1388,43736,0.026244
1001,     9,49.518,57.726,24713,0.0157464
1002,     9,50.949,37.017,35068,0.0209952
1003,     9,52.974,56.781,15973,0.0104976
1004,     9,53.136,40.419,14994,0.0104976
1005,     9,54.972,49.464,25285,0.0157464
1006,9.06667,55.161,59.346,50382,0.0314928
1007,9.11429,58.0654,52.2334,58183,0.0367416
1008,     9,58.374,64.368,24062,0.0157464
1009,   9.1,59.535,65.043,72113,0.0419904
1010,     9,60.102,70.956,7530,0.0052488
1011,     9,63.909,65.529,33527,0.0209952
1012,  9.04,64.7028,76.5612,40722,0.026244
1013,     9,66.258,73.629,17755,0.0104976
1014,   9.1,67.311,63.423,69447,0.0419904
1015,  9.24,32.3028,2.6892,43119,0.026244
1016,   9.2,32.616, 0.594,24581,0.0157464
1017,   9.2,33.939,20.007,32865,0.0209952
1018,  9.24,34.7652,24.8508,44601,0.026244
1019,   9.2,35.3484,11.5668,41004,0.026244
1020,   9.2,36.207,32.319,38598,0.0209952
1021,  9.24,36.5148,9.7848,45091,0.026244
1022,   9.2,37.2924,6.0588,42953,0.026244
1023,   9.2,37.827, 4.941,34777,0.0209952
1024,   9.2,40.338,34.911,17865,0.0104976
1025,  9.24,40.5972,25.4988,43416,0.026244
1026,   9.2,41.688, 6.264,25263,0.0157464
1027,   9.2,42.201,43.173,32915,0.0209952
1028,  9.24,46.4292,37.1628,41607,0.026244
1029,  9.24,46.7208,48.6648,42964,0.026244
1030,  9.24,47.5632,24.6888,40022,0.026244
1031,  9.28,48.6324,28.593,91414,0.052488
1032,   9.2,50.544, 42.12,8213,0.0052488
1033,   9.2,51.273,46.899,35355,0.0209952
1034,9.26667,51.273,53.028,50092,0.0314928
1035,   9.2,52.056,59.832,24898,0.0157464
1036,   9.2,53.055,54.999,35080,0.0209952
1037,   9.2,56.295,45.603,36489,0.0209952
1038,   9.2,58.428,70.686,24293,0.0157464
1039,9.26667,59.022,62.316,82133,0.0472392
1040,9.26667,59.859,60.966,54389,0.0314928
1041,  9.24,60.8472,66.8088,43122,0.026244
1042,   9.2,66.015,70.065,37679,0.0209952
1043,  9.56,35.0568,15.6492,40894,0.026244
1044,   9.5,38.475,10.773,50958,0.0314928
1045,   9.5,40.905, 8.829,67145,0.0419904
1046,9.51429,62.2774,72.3446,62527,0.0367416
1047,   9.7,30.0105,2.3085,31859,0.0209952
1048,   9.6,30.699, 3.969,32947,0.0209952
1049,   9.6,31.536, 7.074,23915,0.0157464
1050,   9.7,31.995, 0.567,69238,0.0419904
1051,9.73333, 35.37,10.287,53430,0.0314928
1052,   9.6,35.4456,21.6432,45456,0.026244
1053,   9.6,35.721, 8.343,33295,0.0209952
1054,   9.6,36.018,30.672,23293,0.0157464
1055,9.68571,36.7046,24.6934,61299,0.0367416
1056,9.71429,36.8434,10.7846,58682,0.0367416
1057,   9.6,36.882, 17.28,24034,0.0157464
1058,   9.7,38.313,24.381,66421,0.0419904
1059,9.73333,38.772,19.197,51533,0.0314928
1060,9.71429,39.1114,38.4866,60570,0.0367416
1061,   9.6,39.528,10.287,48179,0.0314928
1062,   9.7,43.011,11.259,68146,0.0419904
1063,   9.6,43.173,37.989,32197,0.0209952
1064,   9.6, 43.74,42.363,17292,0.0104976
1065,   9.6,44.793,46.737,34549,0.0209952
1066,  9.72,45.1656,18.6948,40483,0.026244
1067,   9.6,45.441,32.157,35527,0.0209952
1068,   9.7,46.089,48.033,65952,0.0419904
1069,   9.6,46.332,31.104,7816,0.0052488
1070,9.71429,46.5634,24.3926,56992,0.0367416
1071,   9.6,48.357,55.971,34716,0.0209952
1072,   9.6,49.815,33.291,34174,0.0209952
1073,9.71429,50.1274,59.2226,59322,0.0367416
1074,   9.7,52.893,38.799,61792,0.0419904
1075,   9.6,58.0932,73.2564,43831,0.026244
1076,  9.76,58.5468,65.8692,42956,0.026244
1077,   9.6,61.317,58.887,37776,0.0209952
1078,   9.7,62.613,77.031,68362,0.0419904
1079,   9.7,64.071,74.628,49037,0.0314928
1080,   9.7,66.501, 73.71,35186,0.0209952
1081,  9.75,66.5415,74.3175,37275,0.0209952
1082,   9.6,71.685,79.299,34366,0.0209952
1083,   9.6,  72.9,77.841,50439,0.0314928
1084,   9.8,31.2984,15.9408,48949,0.026244
1085,   9.8,32.319,10.773,32738,0.0209952
1086,   9.8,32.319,23.976,16220,0.0104976
1087,   9.8,33.129, 3.483,32548,0.0209952
1088,  9.84,33.3072,15.1308,43518,0.026244
1089,   9.9,33.642,10.908,49970,0.0314928
1090,   9.8,34.101,22.923,33147,0.0209952
1091,  9.84,35.2512,30.0348,47030,0.026244
1092,   9.9,37.341, 7.047,71628,0.0419904
1093,  9.84,37.3572,12.5388,41418,0.026244
1094,9.88571,37.3526,13.3534,58075,0.0367416
1095,  9.84,39.3012,32.3028,40056,0.026244
1096,  9.88,39.4308,18.0468,38909,0.026244
1097,9.88571,39.9214,19.8334,61019,0.0367416
1098,9.88571,41.8654,7.03543,56941,0.0367416
1099,   9.9,42.201,35.073,65184,0.0419904
1100,   9.8,42.552,15.282,23448,0.0157464
1101,   9.8,43.011,42.039,31777,0.0209952
1102,   9.9,45.117,22.599,67068,0.0419904
1103,   9.8,46.116, 32.13,24593,0.0157464
1104,   9.8,47.061,26.487,34395,0.0209952
1105,9.93333,47.682,46.899,49483,0.0314928
1106,   9.9,47.871,26.163,73193,0.0419904
1107,  9.84,48.2112,30.0672,45508,0.026244
1108,   9.8,  48.6, 27.54,7259,0.0052488
1109,9.86667,50.328,40.014,24152,0.0157464
1110,  9.84,50.4792,61.6248,42972,0.026244
1111,9.86667,51.138,39.528,22630,0.0157464
1112,  9.95,51.3945,44.2665,31888,0.0209952
1113,9.88571,52.2566,61.1434,61751,0.0367416
1114,  9.85,52.9335,48.9645,33374,0.0209952
1115,  9.84,54.8532,51.2568,42426,0.026244
1116,   9.9,55.323,68.283,72370,0.0419904
1117,   9.8, 55.89,59.292,7912,0.0052488
1118,   9.8,56.052, 59.13,7835,0.0052488
1119,   9.8,56.457,46.413,36819,0.0209952
1120,  9.84,56.9268,70.0488,45983,0.026244
1121,  9.85,59.0895,51.273,31552,0.0209952
1122,9.86667, 62.91,76.059,47504,0.0314928
1123,   9.9,64.638,64.368,47762,0.0314928
1124,   9.9,71.523,76.869,66007,0.0419904
1125,   9.8,73.305,79.137,34880,0.0209952
1126,    10,32.2704,12.5388,42374,0.026244
1127, 10.04,32.3352,6.2208,47194,0.026244
1128,    10,32.508,15.498,24405,0.0157464
1129,    10,33.777,23.733,35743,0.0209952
1130, 10.05,36.1665,25.191,37110,0.0209952
1131,    10,37.179, 5.589,35276,0.0209952
1132, 10.04,37.3248,8.8128,42700,0.026244
1133, 10.04,37.3572,14.6448,42921,0.026244
1134,    10,40.581,17.982,16344,0.0104976
1135,10.0667,41.715,12.366,58496,0.0314928
1136,    10,42.039, 6.075,35250,0.0209952
1137,10.0286,42.282,2.66143,57347,0.0367416
1138,    10,42.174, 38.34,25047,0.0157464
1139,    10,43.659,43.983,35180,0.0209952
