,z,y,x,intensity,volume
569,   5.8, 74.52,24.786,8898,0.0052488
570,   5.8,77.355,26.649,38805,0.0209952
571,   5.8,77.922,26.163,17609,0.0104976
572,   6.1, 3.969, 6.075,65777,0.0419904
573,     6, 4.779, 5.589,33699,0.0209952
574,     6, 6.156,21.546,8498,0.0052488
575,6.13333, 6.372,21.384,25927,0.0157464
576,     6, 8.424, 6.723,17236,0.0104976
577,  6.12,13.9644,21.1572,41862,0.026244
578,     6,16.929,14.337,36017,0.0209952
579,6.13333, 17.28,10.773,55127,0.0314928
580,     6,  24.3,29.565,32232,0.0209952
581,  6.15,24.4215,13.7295,31836,0.0209952
582,     6,25.839,16.119,31716,0.0209952
583,     6, 29.97,31.266,8614,0.0052488
584,     6,33.939,22.923,32070,0.0209952
585,6.11429,35.8714,18.0746,60887,0.0367416
586,     6,38.961,33.291,33739,0.0209952
587,     6,39.285,24.543,35291,0.0209952
588,     6,42.525,19.197,36088,0.0209952
589,     6,50.787,21.303,33654,0.0209952
590,     6, 52.65,34.749,53373,0.0314928
591,     6,55.3392,21.9024,44810,0.026244
592,     6,56.133,23.895,38331,0.0209952
593,     6,58.7736,22.1292,45305,0.026244
594,  6.16,59.6808,35.5428,47444,0.026244
595,     6,63.6336,35.5428,42952,0.026244
596,     6,68.283,23.247,35982,0.0209952
597,     6,68.364,24.138,8512,0.0052488
598,     6,74.115,35.316,17378,0.0104976
599,     6,79.137,23.733,33162,0.0209952
600,  6.36,7.8408,9.8172,44678,0.026244
601,  6.25,8.7075,10.0035,34774,0.0209952
602,   6.2,8.8128,23.2956,39931,0.026244
603,6.28571,9.95143,23.7214,59226,0.0367416
604,   6.2,12.717, 8.829,34998,0.0209952
605,   6.2,19.521,13.041,34752,0.0209952
606,   6.2,25.812,18.414,26482,0.0157464
607,   6.2,26.973,14.499,41005,0.0209952
608,   6.2,28.566,21.924,24765,0.0157464
609,   6.2,30.078,31.158,24176,0.0157464
610,6.33333,35.856,23.085,56367,0.0314928
611,   6.3,36.207,17.253,65382,0.0419904
612,   6.2,38.637,18.387,38412,0.0209952
613,   6.3,41.715,18.792,33777,0.0209952
614,   6.3,42.2415,19.8045,34544,0.0209952
615,   6.2, 47.52,20.358,24935,0.0157464
616,6.26667,52.596,33.858,23689,0.0157464
617,   6.2,53.055,29.889,34345,0.0209952
618,   6.2,53.244,30.834,22757,0.0157464
619,   6.2,56.7324,35.5428,41499,0.026244
620,  6.32,69.7572,32.0112,42033,0.026244
621,6.26667, 69.66,35.586,26423,0.0157464
622,6.28571,72.8306,24.5314,59343,0.0367416
623,   6.2,74.763,35.721,31792,0.0209952
624,   6.2,75.6309,35.4317,58023,0.0367416
625,  6.36,77.0472,23.4252,43041,0.026244
626,   6.4, 1.377,18.711,35697,0.0209952
627,   6.4, 7.047,22.275,32296,0.0209952
628,   6.4, 8.262,11.421,16302,0.0104976
629,6.46667,12.069, 8.856,48697,0.0314928
630,   6.5,17.253,15.147,65265,0.0419904
631,6.48571,20.0186,12.0574,57145,0.0367416
632,   6.5,24.381,23.409,69709,0.0419904
633,   6.4,26.946,18.846,26085,0.0157464
634,6.46667,27.621, 19.17,50043,0.0314928
635,   6.5,28.269,15.309,69480,0.0419904
636,   6.4,30.618,31.266,8590,0.0052488
637,   6.5,36.045,32.319,64243,0.0419904
638,  6.44,37.0332,19.9908,42791,0.026244
639,   6.4,43.011,20.331,32119,0.0209952
640,   6.5,46.737,21.708,35133,0.0209952
641,   6.4,47.142,20.088,8078,0.0052488
642,   6.4,47.385,21.141,31936,0.0209952
643,   6.4,53.946,26.973,16921,0.0104976
644,   6.5,54.675,29.727,70612,0.0419904
645,6.46667,55.647,23.544,56587,0.0314928
646,   6.4,57.267,22.113,35787,0.0209952
647,   6.4, 67.77,23.868,27201,0.0157464
648,   6.4,70.065,35.235,35390,0.0209952
649,   6.5,71.847,33.291,70200,0.0419904
650,   6.4,72.252,32.319,16073,0.0104976
651,   6.4, 73.71,  24.3,9200,0.0052488
652,   6.5,74.601,24.381,70571,0.0419904
653,  6.48,78.4404,35.5752,40914,0.026244
654,   6.5,79.299,35.397,71130,0.0419904
655,   6.6, 8.316,10.638,25000,0.0157464
656,   6.6,  13.5, 16.47,22942,0.0157464
657,   6.6,13.608,21.141,18069,0.0104976
658,   6.6, 14.31,18.738,23420,0.0157464
659,6.68571,15.1354,23.0734,57302,0.0367416
660,   6.6,18.225,11.745,32062,0.0209952
661,  6.64,19.2132,12.5712,46169,0.026244
662,   6.6,23.409,29.403,38123,0.0209952
663,   6.6,27.783,23.004,51014,0.0314928
664,   6.6,27.918,22.086,24836,0.0157464
665,   6.6,33.939,22.923,33294,0.0209952
666,   6.6,35.721,22.842,18442,0.0104976
667,   6.6,39.123,17.982,17428,0.0104976
668,   6.6,41.067,25.029,35408,0.0209952
669,   6.6,42.849,18.873,36249,0.0209952
670,   6.6,43.578, 25.11,8439,0.0052488
671,   6.6,43.983, 25.92,16423,0.0104976
672,  6.72,45.0684,19.8612,40341,0.026244
673,   6.6,47.385,34.749,33131,0.0209952
674,   6.6, 51.84, 34.83,9501,0.0052488
675,   6.6,53.541,35.559,34353,0.0209952
676,   6.7,56.295,21.627,65453,0.0419904
677,   6.6,61.9164,35.3808,45925,0.026244
678,   6.6,67.068,  24.3,8460,0.0052488
679,6.68571,68.2714,36.3574,61858,0.0367416
680,6.68571,72.8306,32.9786,65062,0.0367416
681,   6.6,73.791,26.487,37370,0.0209952
682,   6.6,74.682,23.571,53279,0.0314928
683,   6.8, 3.321,19.683,34161,0.0209952
684,   6.8, 9.126, 7.668,23371,0.0157464
685,6.93333,22.572,29.079,52517,0.0314928
686,   6.8,22.923,18.387,35246,0.0209952
687,   6.8,24.381,29.727,36574,0.0209952
688,   6.8,24.786,14.418,8230,0.0052488
689,6.86667,26.244, 18.36,26299,0.0157464
690,   6.8,26.946,18.414,26347,0.0157464
691,   6.8,28.593,21.627,35527,0.0209952
692,   6.8,35.397,29.889,31230,0.0209952
693,   6.8,35.802, 22.68,9461,0.0052488
694,   6.8,36.855,20.655,38293,0.0209952
695,   6.8,37.665,17.739,35088,0.0209952
696,   6.8,43.956,24.354,29929,0.0157464
697,   6.8,44.307,24.867,42894,0.0209952
698,   6.8,44.469,23.895,38584,0.0209952
699,   6.8,48.762,21.546,44713,0.026244
700,   6.8,51.273,35.397,38805,0.0209952
701,   6.8,54.918,30.051,17716,0.0104976
702,  6.96,60.3288,22.0968,43087,0.026244
703,   6.8,67.959,23.409,33289,0.0209952
704,   6.8,69.7572,23.3604,46894,0.026244
705,   6.8,73.305,25.839,38521,0.0209952
706,   6.9, 73.71,23.895,34928,0.0209952
707,   6.9,76.788,26.892,15309,0.0104976
708,   6.8,77.436,35.964,7544,0.0052488
709,   6.8,78.813,24.219,38351,0.0209952
710,   7.1, 3.969, 5.913,70893,0.0419904
711,   7.1, 4.455,20.655,67144,0.0419904
712,  7.15,4.7385,19.9665,32007,0.0209952
713,     7, 6.237,13.203,33984,0.0209952
714,     7,  8.91,10.773,17005,0.0104976
715,7.11429,11.4094,8.65543,62700,0.0367416
716,     7,12.069,16.119,35704,0.0209952
717,     7,13.041, 21.06,16919,0.0104976
718,     7,13.365,15.633,37610,0.0209952
719,     7,14.337,17.739,37778,0.0209952
720,     7,24.867,13.689,35245,0.0209952
721,     7,31.509,21.465,34638,0.0209952
722,     7,32.346, 32.13,24499,0.0157464
723,7.13333, 32.67,16.929,50129,0.0314928
724,     7,40.905,25.677,32824,0.0209952
725,     7,43.659,34.101,33371,0.0209952
726,     7,50.382,35.478,7512,0.0052488
727,7.08571,52.5806,35.5474,54257,0.0367416
728,     7,54.513,35.397,43372,0.0209952
729,  7.16,55.4688,23.4252,43358,0.026244
730,7.13333,55.782,29.727,52263,0.0314928
731,     7,57.348,21.708,9395,0.0052488
732,  7.16,57.7368,21.4812,45628,0.026244
733,     7,57.834,27.621,16438,0.0104976
734,     7,58.563,28.107,34499,0.0209952
735,  7.15,63.2205,36.0855,36809,0.0209952
736,     7,67.311,24.867,34770,0.0209952
737,     7,71.9604,36.1908,45290,0.026244
738,     7,73.629,25.029,33504,0.0209952
739,   7.1,75.114,36.234,48337,0.0314928
740,7.11429,79.3106,24.8786,57958,0.0367416
741,7.26667, 2.673,18.846,47137,0.0314928
742,   7.3, 6.399, 6.561,65826,0.0419904
743,   7.2,14.958, 17.28,25184,0.0157464
744,   7.3,15.633, 9.963,68343,0.0419904
745,7.31429,22.2634,12.4046,61767,0.0367416
746,   7.2,23.895,29.079,36205,0.0209952
747,7.33333, 28.08,15.309,52609,0.0314928
748,   7.3,34.587,31.995,64076,0.0419904
749,   7.2,36.855,17.739,33976,0.0209952
750,   7.2,45.603,22.761,34700,0.0209952
751,   7.2,50.139,33.129,32169,0.0209952
752,   7.2,55.485,30.537,34101,0.0209952
753,  7.28,55.5984,36.2232,40066,0.026244
754,   7.3,55.836,24.408,49638,0.0314928
755,   7.2,63.585,29.241,32371,0.0209952
756,   7.2,66.501, 25.11,14823,0.0104976
757,7.33333, 67.77,24.138,23388,0.0157464
758,   7.2,69.093,23.247,34591,0.0209952
759,   7.2,69.984,36.288,8741,0.0052488
760,   7.3,74.277,36.045,72754,0.0419904
761,   7.3,75.546,26.784,50025,0.0314928
762,   7.2,79.299,36.045,37170,0.0209952
763,   7.4, 1.026,14.688,24949,0.0157464
764,   7.4, 1.701,18.711,38271,0.0209952
765,7.48571,14.1634,9.62743,66138,0.0367416
766,7.46667,14.418,18.846,24876,0.0157464
767,   7.5,19.197,14.985,68808,0.0419904
768,7.48889,23.076,  18.9,82299,0.0472392
769,   7.4,24.354,13.662,24380,0.0157464
770,  7.44,35.8992,29.3868,44084,0.026244
771,   7.4,45.117,22.599,37489,0.0209952
772,   7.4,50.463,32.319,31979,0.0209952
773,  7.52,54.2052,35.6076,43693,0.026244
774,   7.4,56.295,22.599,37522,0.0209952
775,   7.4,57.5505,27.216,35953,0.0209952
776,   7.4,59.292,21.627,15291,0.0104976
777,7.48571,63.7586,35.5474,68251,0.0367416
778,  7.55,66.6833,22.4168,67684,0.0419904
779,   7.4,68.769,35.721,34662,0.0209952
780,7.46667,68.742, 36.45,50097,0.0314928
781,   7.4,72.009,34.263,33435,0.0209952
782,   7.4,76.464,22.761,49042,0.0314928
783,   7.4,77.031,35.883,32329,0.0209952
784,   7.6, 3.645,19.521,34953,0.0209952
785,   7.6, 7.371, 6.885,33033,0.0209952
786,   7.6,12.231,24.705,35238,0.0209952
787,   7.6,12.5388,8.8776,40626,0.026244
788,   7.6, 14.58,18.954,8533,0.0052488
789,  7.76,18.8568,13.6728,43059,0.026244
790,   7.6,22.275,22.437,32109,0.0209952
791,   7.6,22.923,23.085,34984,0.0209952
792,   7.6,25.758,24.543,15691,0.0104976
793,  7.64,27.4104,30.0996,42182,0.026244
794,   7.6,30.375, 31.59,50589,0.0314928
795,  7.65,32.1975,16.8885,33261,0.0209952
796,   7.6,35.0568,31.0716,48606,0.026244
797,   7.6,43.173,33.939,31020,0.0209952
798,   7.6,46.278,34.776,23891,0.0157464
799,  7.64,49.5072,19.9908,47477,0.026244
800,   7.6,52.731,21.465,38296,0.0209952
801,   7.6,55.485,21.465,35069,0.0209952
802,   7.6,56.943,22.275,36147,0.0209952
803,   7.6,57.753,21.951,37477,0.0209952
804,   7.6,63.018, 36.45,8218,0.0052488
805,   7.6, 69.66,25.839,17013,0.0104976
806,   7.6,70.578,36.396,25027,0.0157464
807,7.66667, 76.41,26.568,24027,0.0157464
808,   7.6,78.327,35.397,37320,0.0209952
809,   7.6,78.813,28.431,36559,0.0209952
810,   7.9, 0.486, 4.779,32710,0.0209952
811,   7.8, 5.913,20.736,17792,0.0104976
812,   7.8,11.664,24.138,8206,0.0052488
813,  7.96,18.8568,17.7228,41620,0.026244
814,   7.8,19.845,13.365,39853,0.0209952
815,7.91429,25.9894,29.2294,65398,0.0367416
816,   7.9,31.347,25.029,69997,0.0419904
817,   7.8,32.319,16.119,34526,0.0209952
818,   7.8,32.886,32.076,8076,0.0052488
819,   7.8,33.615,30.942,17133,0.0104976
820,   7.8,34.236,30.672,23276,0.0157464
821,   7.8,35.235,26.163,39347,0.0209952
822,7.88571,37.4914,21.1294,60439,0.0367416
823,   7.8,40.743,18.711,35076,0.0209952
824,   7.8,41.094,33.588,27882,0.0157464
825,   7.8,45.927,23.085,36669,0.0209952
826,7.91429,52.5574,20.6666,63324,0.0367416
827,   7.8,55.485,34.911,33402,0.0209952
828,7.91429,63.2726,29.2526,57688,0.0367416
829,   7.8,69.2712,22.5504,47444,0.026244
830,     8, 0.648,18.468,7389,0.0052488
831,     8, 5.427,20.817,35897,0.0209952
832,     8,23.085,13.527,37990,0.0209952
833,  8.04,23.9112,13.3488,40047,0.026244
834,     8,28.755,30.699,35866,0.0209952
835,     8,31.104,20.736,7452,0.0052488
836,     8,31.266,20.574,8254,0.0052488
837,     8,31.509,16.929,35436,0.0209952
838,     8, 41.31,33.777,16656,0.0104976
839,8.11429,45.9154,24.0686,57394,0.0367416
840,     8,48.033,35.073,35529,0.0209952
841,   8.1,48.843,35.397,71569,0.0419904
842,8.11429,49.6414,25.0406,64392,0.0367416
843,     8,51.759,20.817,36477,0.0209952
844,     8, 58.32,22.032,8937,0.0052488
845,     8,58.482, 21.87,8530,0.0052488
846,8.06667,59.859,36.666,51414,0.0314928
847,8.11429,61.7914,36.5426,56120,0.0367416
848,  8.04,70.2432,26.3088,47255,0.026244
849,     8,76.896,22.572,24592,0.0157464
850,     8,78.408,33.939,15543,0.0104976
851,     8,79.542,35.721,17528,0.0104976
852,   8.2,  6.75, 7.182,23399,0.0157464
853,   8.2, 6.966,21.384,8441,0.0052488
854,   8.2,11.448,23.544,23470,0.0157464
855,   8.2,18.954,12.312,8096,0.0052488
856,   8.3,19.197,13.014,51236,0.0314928
857, 8.225,22.032,28.7145,66335,0.0419904
858,8.31429,22.4254,22.5874,56424,0.0367416
859,   8.2,28.431,15.147,31033,0.0209952
860,   8.2,29.322,25.596,8623,0.0052488
861,   8.2,30.051,25.353,32214,0.0209952
862,   8.2,30.699,24.543,34733,0.0209952
863,   8.2,30.699,26.163,34649,0.0209952
864,   8.2,34.506,16.929,17454,0.0104976
865,8.33333,36.612,32.832,23423,0.0157464
866,8.26667,50.139, 31.32,58725,0.0314928
867,8.31429,50.1274,32.3306,60985,0.0367416
868,   8.2,50.787,31.023,34796,0.0209952
869,8.28571,51.9326,35.5706,65142,0.0367416
870,   8.2, 58.32, 21.87,8587,0.0052488
871,   8.2,59.0004,36.4824,42916,0.026244
872,   8.2,66.501,22.275,29960,0.0209952
873,   8.2,67.959,23.085,33130,0.0209952
874,   8.2,69.093,33.777,36091,0.0209952
875,8.28571,69.7526,23.8834,57990,0.0367416
876,8.26667, 72.36,22.761,53579,0.0314928
877,  8.25,79.1775,34.7085,33152,0.0209952
878,   8.2,79.299,28.269,39711,0.0209952
879,8.53333,56.754,36.369,52557,0.0314928
880,   8.6, 4.536,10.125,16545,0.0104976
881,   8.6,10.935,21.951,34222,0.0209952
882,   8.6,13.041, 9.234,16070,0.0104976
883,   8.6,14.661, 9.963,36685,0.0209952
884,   8.6,21.924,13.014,25412,0.0157464
885,   8.6,26.487,15.147,34794,0.0209952
886,   8.6,33.291,29.565,38628,0.0209952
887,8.73333,34.074,16.929,52119,0.0314928
888,   8.6,46.251,34.668,15474,0.0104976
889,  8.76,49.9608,24.3648,41505,0.026244
890,  8.72,51.5808,20.2824,41832,0.026244
891,   8.6,52.488,20.736,7341,0.0052488
892,  8.76,53.5248,35.4132,43369,0.026244
893,   8.6,63.585,29.079,34869,0.0209952
894,   8.6,69.093,22.761,38823,0.0209952
895,8.73333,77.436,34.722,26607,0.0157464
896,  8.76,77.8248,24.8832,44805,0.026244
897,   8.6,77.841,33.453,39465,0.0209952
898,  8.64,77.8572,36.8388,38341,0.026244
899,   8.6,78.894,24.057,19032,0.0104976
900,   8.6,79.0884,28.9332,47886,0.026244
901,   8.6,79.299,24.543,34422,0.0209952
902,  8.96,3.6288,10.2708,41272,0.026244
903,8.91429,8.03057,8.03057,58091,0.0367416
904,   8.9,11.448,20.655,48474,0.0314928
905,   8.8,12.069,21.627,38563,0.0209952
906,   8.8,14.202,25.056,22899,0.0157464
907,8.91429,19.9954,13.5386,59188,0.0367416
908,  8.96,22.2588,13.7052,40557,0.026244
909,   8.8,23.247,13.365,35541,0.0209952
910,   8.8,29.241,30.699,33673,0.0209952
911,   8.8,30.942, 25.11,8362,0.0052488
912,   8.8, 37.26,32.643,15451,0.0104976
913,8.93333,49.086,20.844,25211,0.0157464
914,   8.8,49.491,25.191,39783,0.0209952
915,   8.8,52.731,34.263,35822,0.0209952
916,  8.88,55.9548,20.8008,41495,0.026244
917,  8.96,56.2788,21.6432,40895,0.026244
918,   8.9,58.563,36.693,73298,0.0419904
919,   8.9,62.127,35.721,72804,0.0419904
920,   8.8,67.716,22.275,53581,0.0314928
921,   8.9,75.249,37.341,73572,0.0419904
922,   8.9,78.813,32.319,70837,0.0419904
923,   8.9,79.299,23.571,72652,0.0419904
924,   9.1, 1.377,17.253,65194,0.0419904
925,   9.1, 2.916,12.474,16814,0.0104976
926,  9.04,8.1972,21.6108,39902,0.026244
927,  9.15,10.8135,22.275,33919,0.0209952
928,9.08571,11.5946,10.7614,58428,0.0367416
929,     9,12.717,21.627,34015,0.0209952
930,     9,20.736,13.041,16644,0.0104976
931,     9,30.456,25.029,17610,0.0104976
932,9.06667,31.833, 31.32,49521,0.0314928
933,   9.1,39.447,18.387,69244,0.0419904
934,     9,44.2954,34.4829,57384,0.0367416
935,     9,46.251,20.007,34788,0.0209952
936,     9,48.357,35.397,32811,0.0209952
937,9.05714,50.7291,20.412,57479,0.0367416
938,     9,51.597,35.883,32366,0.0209952
939,     9,52.245,34.344,17852,0.0104976
940,9.05714,64.4991,31.3354,61018,0.0367416
941,     9,66.501,22.275,31934,0.0209952
942,   9.1,67.338,23.058,50991,0.0314928
943,   9.1,71.523,24.381,74810,0.0419904
944,9.13333,77.976,34.506,25777,0.0157464
945,   9.2, 2.187,12.393,36296,0.0209952
946,  9.24,3.6612,12.7008,44712,0.026244
947,   9.2, 8.829,21.303,33615,0.0209952
948,   9.2,16.3944,17.5932,48287,0.026244
949,9.25714,16.8943,25.7117,59533,0.0367416
950,   9.2,21.303,14.499,33263,0.0209952
951,   9.2,21.303,27.945,32184,0.0209952
952,   9.2,31.185,20.007,35390,0.0209952
953,   9.2,33.102,29.268,26289,0.0157464
954,   9.2,33.264,32.022,24526,0.0157464
955,   9.2,36.369,18.063,36083,0.0209952
956,   9.2,36.288,31.833,19603,0.0104976
957,   9.2,46.332,34.425,32963,0.0209952
958,   9.2,48.681,20.331,37741,0.0209952
959,   9.2,54.189,22.275,32724,0.0209952
960,   9.2,55.323,20.655,37258,0.0209952
961,   9.2,63.585,27.945,35178,0.0209952
962,   9.2,66.825,36.612,16241,0.0104976
963,   9.2,77.841,23.895,36624,0.0209952
964,  9.25,77.8815,33.777,36574,0.0209952
965,   9.2,79.299,33.453,36661,0.0209952
966,   9.4,16.038,12.312,7746,0.0052488
967,9.54286,28.8823,30.5023,70505,0.0367416
968,9.53333, 30.51,20.412,24867,0.0157464
969,9.51429,48.9934,35.4086,64075,0.0367416
970,9.53333,55.161,27.594,53462,0.0314928
971,9.48571,58.7134,31.8214,55786,0.0367416
972,  9.72,1.0368,5.7996,39747,0.026244
973,  9.64,2.5272,7.2252,42174,0.026244
974,   9.7, 6.885,16.929,65712,0.0419904
975,9.73333, 8.991,  9.99,51123,0.0314928
976,   9.6,11.583, 9.801,35824,0.0209952
977,   9.6,13.662,10.098,25564,0.0157464
978,   9.6,16.146, 12.42,27561,0.0157464
979,   9.7,21.546,13.365,32362,0.0209952
980,   9.6,23.004,15.228,7706,0.0052488
981,   9.6,23.166,15.066,8508,0.0052488
982,  9.76,33.7932,32.3028,44069,0.026244
983,   9.6,36.612,32.238,9909,0.0052488
984,  9.76,38.7828,18.8892,42994,0.026244
985,   9.6,42.282,22.032,9119,0.0052488
986,   9.6,43.173,18.873,34017,0.0209952
987,   9.6,45.603,20.007,36273,0.0209952
988,   9.7,52.245,20.331,55181,0.0314928
989,9.71429,56.6074,20.8286,59345,0.0367416
990,   9.7,62.451,36.207,75347,0.0419904
991,   9.6,64.152,31.428,8289,0.0052488
992,   9.6,64.476,36.531,17689,0.0104976
993,   9.6,66.906,22.194,9289,0.0052488
994,   9.7,69.579,33.939,71207,0.0419904
995,9.73333,71.982,22.275,51801,0.0314928
996,   9.8,79.299,32.319,71687,0.0419904
997,   9.8, 1.701, 6.723,32434,0.0209952
998,   9.8, 2.673,16.443,34802,0.0209952
999,   9.9, 3.645,10.125,70739,0.0419904
1000,   9.8, 6.237,17.739,35426,0.0209952
1001,   9.8,6.5205,19.359,71748,0.0419904
1002,   9.8, 6.885, 8.991,31796,0.0209952
1003,9.88889,  7.02,18.396,81165,0.0472392
1004,   9.8, 8.208,21.276,23329,0.0157464
1005,   9.8, 8.991, 9.315,32938,0.0209952
1006,   9.8, 9.936,  21.6,23085,0.0157464
1007,   9.8,12.258,21.978,24111,0.0157464
1008,9.86667,12.582,21.141,49643,0.0314928
1009,   9.8,18.414, 25.65,23566,0.0157464
1010,   9.9,18.873,21.141,71070,0.0419904
1011,   9.9,19.197,14.013,69410,0.0419904
1012,9.86667,20.655,13.662,54489,0.0314928
1013,   9.8, 21.87,14.175,16243,0.0104976
1014,9.91429,22.6106,14.1634,60466,0.0367416
1015,   9.8,23.328,14.661,19264,0.0104976
1016,   9.8,24.381,28.107,34899,0.0209952
1017,   9.8,33.129,16.767,37950,0.0209952
1018,   9.8,33.291,29.889,34298,0.0209952
1019,   9.8,36.855,32.319,42424,0.0209952
1020,  9.84,39.4632,18.3708,42362,0.026244
1021,9.86667,42.498,18.792,24231,0.0157464
1022,   9.9,42.849,22.113,74374,0.0419904
1023,9.83333,48.573,21.141,52100,0.0314928
1024,   9.8,52.434,35.694,24850,0.0157464
1025,   9.8,53.865,35.721,33970,0.0209952
1026,9.86667,62.316,35.235,50002,0.0314928
1027,9.86667,63.936,22.437,55173,0.0314928
1028,   9.8,64.314,31.266,8566,0.0052488
1029,  9.88,64.5732,36.1098,88689,0.052488
1030,  9.84,66.5172,22.5828,46476,0.026244
1031,9.88571,66.5126,36.6814,60503,0.0367416
1032,   9.9,72.009,37.179,66636,0.0419904
1033,  9.92,75.2004,22.1292,42656,0.026244
1034,9.86667,79.326,22.599,56730,0.0314928
1035,    10, 0.729,15.309,33496,0.0209952
1036,    10, 3.321, 8.667,37740,0.0209952
1037,    10, 3.969,18.063,34566,0.0209952
1038,    10, 4.293,16.929,32188,0.0209952
1039,    10, 5.589,11.745,34670,0.0209952
1040,    10,11.718, 21.33,26630,0.0157464
1041,    10,14.337,24.381,32293,0.0209952
1042,    10,14.418,11.259,18106,0.0104976
1043,    10,14.499,21.465,34306,0.0209952
1044,    10,16.119,13.203,34893,0.0209952
1045,    10,16.416,12.204,25818,0.0157464
1046,10.0667,23.976,14.958,25807,0.0157464
1047,    10,36.612,17.982,9042,0.0052488
1048,    10,45.846,20.007,17432,0.0104976
1049,    10,45.846,34.911,16022,0.0104976
1050,10.0571,51.2383,35.5243,60230,0.0367416
1051, 10.04,59.2272,36.8388,45881,0.026244
1052,    10,60.669,36.774,55341,0.0314928
1053,    10,64.071,28.107,31330,0.0209952
1054,    10,65.448,22.6395,34208,0.0209952
1055,    10,70.146,36.774,7316,0.0052488
1056,    10,76.869,37.179,33826,0.0209952
1057,  10.2, 1.296,16.038,7983,0.0052488
1058,  10.2, 2.106,  16.2,9098,0.0052488
1059,  10.2, 3.969, 9.315,42464,0.0209952
1060,  10.2, 5.913,14.499,34459,0.0209952
1061,  10.2, 8.208,10.098,25438,0.0157464
1062,  10.2,10.773,21.627,32690,0.0209952
1063,  10.2,14.499,11.745,34725,0.0209952
1064,10.2667,15.471, 24.84,53319,0.0314928
1065,10.2667,21.951, 23.22,47775,0.0314928
1066,  10.2,31.158, 17.28,24857,0.0157464
1067,  10.2,47.223,26.973,33234,0.0209952
1068,  10.2,52.488,20.412,8894,0.0052488
1069,  10.2,52.569,22.923,33698,0.0209952
1070,  10.5, 0.486, 7.371,34002,0.0209952
1071,10.5333, 3.078,16.146,24662,0.0157464
1072,10.5143,4.92943,17.5886,58323,0.0367416
1073,  10.5, 8.991,10.287,71054,0.0419904
1074,10.5333,16.443,18.738,51821,0.0314928
1075,10.5333, 20.79,18.063,50741,0.0314928
1076,10.5333,23.328,27.972,24341,0.0157464
1077,10.5333,30.861,30.564,50491,0.0314928
1078,10.5333,35.856,17.739,57905,0.0314928
1079,10.4667,37.503, 19.17,50828,0.0314928
1080,10.5333,44.955,32.346,51914,0.0314928
1081,  10.5,45.117,32.967,71726,0.0419904
1082,10.5333,49.302,20.331,49282,0.0314928
1083,10.5143,50.2894,20.3426,57895,0.0367416
1084,  10.5,61.803,35.883,70101,0.0419904
1085,  10.5,65.529,36.531,73673,0.0419904
1086,10.4857,75.7466,37.6534,54769,0.0367416
1087,10.5333,79.542,22.248,28842,0.0157464
1088,  10.6, 1.053,13.608,17083,0.0104976
1089, 10.65, 2.349,15.6735,32419,0.0209952
1090, 10.65,2.5515,9.9225,30892,0.0209952
1091,  10.6, 4.374,12.069,15914,0.0104976
1092,  10.7, 4.617,16.119,73191,0.0419904
1093,  10.6, 5.427,11.016,16166,0.0104976
1094,  10.6, 5.751, 17.82,16061,0.0104976
1095,10.6857,6.57257,18.0514,59848,0.0367416
1096,  10.6, 7.695,18.387,37618,0.0209952
1097,  10.7, 8.829,19.521,65232,0.0419904
1098,10.7333, 9.963,20.034,48358,0.0314928
1099,  10.6, 9.963,20.817,31766,0.0209952
1100,  10.6,11.718,21.249,61943,0.0314928
1101, 10.65,13.689,23.6925,33104,0.0209952
1102, 10.65,14.2965,21.3435,31148,0.0209952
1103,  10.7,17.172,19.602,16302,0.0104976
1104,  10.7,19.197,13.689,67159,0.0419904
1105,  10.6,22.437,27.783,34128,0.0209952
1106,10.6857,22.6106,25.1794,57273,0.0367416
1107,10.6667,23.976,27.648,25239,0.0157464
1108,  10.6,24.8091,27.7714,61454,0.0367416
1109, 10.64,25.6932,26.9568,40513,0.026244
1110,  10.6,34.749,31.995,30933,0.0209952
1111,  10.7,37.503,18.387,70247,0.0419904
1112,  10.7, 39.42,28.242,52675,0.0314928
1113,10.6857,43.5086,34.1126,57874,0.0367416
1114,  10.6,43.983,19.521,36643,0.0209952
1115,  10.6,45.117,19.683,31197,0.0209952
1116,  10.6,45.603,20.817,32330,0.0209952
1117,  10.6,46.413,20.331,33526,0.0209952
1118,  10.6,48.033,34.911,34211,0.0209952
1119,  10.7,50.463,32.643,71504,0.0419904
1120,  10.6,50.382,34.506,9600,0.0052488
1121,  10.7,51.354,20.331,30873,0.0209952
1122,  10.6,53.406,23.058,23144,0.0157464
1123,  10.7,64.557,22.275,74627,0.0419904
1124,  10.6,66.339,22.113,30601,0.0209952
1125,  10.6,70.956,36.855,18522,0.0104976
1126,10.6857,72.3214,21.9394,65481,0.0367416
1127,10.6889,73.764,23.076,83248,0.0472392
1128,10.6667,74.304,21.951,48423,0.0314928
1129,  10.6,75.654,22.113,16544,0.0104976
1130,  10.8, 5.103,11.421,33667,0.0209952
1131,  10.8, 5.103,15.309,32402,0.0209952
1132, 10.84,7.5168,10.1412,43264,0.026244
1133,  10.8, 11.34,11.502,8127,0.0052488
1134,  10.8,15.471,12.717,32886,0.0209952
1135,  10.8,17.226,  18.9,27280,0.0157464
1136,  10.8,17.928,19.224,22658,0.0157464
1137,  10.8,22.275,14.985,35730,0.0209952
1138, 10.84,30.8772,24.2028,48089,0.026244
